title,id,price,condition,availability,channel,feed label,language,additional image link,all clicks,brand,description,image link,link,rating average,rating count,shipping(country),new_title,meta_description,image_alt
Angry Chair 4bars Pale Ale Cn,64c17389823bd60fd9a94e4d,18.99 USD,new,in stock,Online,US,en,,0,,"Get Angry Chair 4bars Pale Ale Cn from Legacy Wine and Liquor, Sanford, FL for $18.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/angry-chair-4bars-pale-ale-cn/64c17389823bd60fd9a94e4d?option-id=56833eabc00aee76ff0b7b250fd915fec5c52d728e34c913ffee2a83c4abd724,,,US,Angry Chair 4bars Pale Ale - Craft Beer Cans Online,,Meta: Discover Angry Chair 4bars Pale Ale at Legacy Wine & Liquor. Buy now for $18.99 and enjoy premium craft beer delivered to your door!
Pennsylvania Dutch Salted Caramel Cream Liqueur,62604b87707c0349d04cd85d,14.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/654045bc207664030f4f034b/large.png?format=square,0,Pennsylvania Dutch,"Get Pennsylvania Dutch Salted Caramel Cream Liqueur from Legacy Wine and Liquor, Sanford, FL for $14.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/pennsylvania-dutch-salted-caramel-cream-liqueur/62604b87707c0349d04cd85d?option-id=5e46c0184fdc82158ac69de7950548337cc04c2c245852212c26096d78a5c3f1,,,US,Salted Caramel Cream Liqueur - Pennsylvania Dutch,,Meta: Discover the rich taste of Pennsylvania Dutch Salted Caramel Cream Liqueur at Legacy Wine and Liquor. Shop now for just $14.99!
Redbreast 12yr Irish Whiskey,5521cef56561310003120200,69.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,0,Redbreast,"The definitive introduction to the Redbreast range, Redbreast 12 Year Old boasts the flavor complexity and distinctive qualities of a Pot Still whiskey. The time spend in American Oak barrels and Oloroso Sherry seasoned Spanish oak butts, gives Redbreast 12 it's signature sherry style.",https://cityhive-production-cdn.cityhive.net/products/654bb343197c2c2c6a3f7d5a/large.png?format=square,https://legacywineandliquor.com/shop/product/redbreast-12yr-irish-whiskey/5521cef56561310003120200?option-id=788efddefa6525f405baa5921013cf9e123695e3cd285a4f0dcd8f4df0a1336f,4.0,24.0,US,Redbreast 12-Year Irish Whiskey - Rich Pot Still Flavor,,"Meta: Discover Redbreast 12-Year Irish Whiskey at [Brand]. Experience rich, complex flavors. Shop now for the ultimate Pot Still whiskey experience!"
99 Peppermint,59c800650b2f3c53d93f52e5,0.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,0,99 Brand,A cold blast of artic whoosh… tingle included.,https://cityhive-production-cdn.cityhive.net/products/5d79382857e05a1e2f67367c/large.png?format=square,https://legacywineandliquor.com/shop/product/99-peppermint/59c800650b2f3c53d93f52e5?option-id=f00ed1eec02e782e1363b933e29ae4125093cb4859e3931cb7438aaea3148048,5.0,1.0,US,Refreshing 99 Peppermint Liqueur - Arctic Coolness & Tingle,Discover 99 Peppermint Liqueur by [Brand]. Experience a chilling arctic blast. Shop now for a refreshing tingle sensation!,99 Peppermint Liqueur Bottle with Arctic Coolness
Cherry Coke Classic,64556c721b167a40cb207203,2.50 USD,new,out of stock,Online,US,en,,0,Coca Cola,"Get Cherry Coke Classic from Legacy Wine and Liquor, Sanford, FL for $2.5",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/cherry-coke-classic/64556c721b167a40cb207203?option-id=4489f7042c7ca1d5c1b274064f51eda3d2961673aa1733b33f206836a6c45098,,,US,Cherry Coke Classic Soda - Refreshing Beverage 12oz,,"Meta: Discover Cherry Coke Classic at Legacy Wine & Liquor, Sanford, FL. Buy now for just $2.5!"
Damso Lychee Korean Soju,6097a5e51f20c02403ab4479,7.99 USD,new,out of stock,Online,US,en,,0,Damso,DAMSO LYCHEE SOJU,https://cityhive-production-cdn.cityhive.net/products/6213025517faf2488036aa21/large.png?format=square,https://legacywineandliquor.com/shop/product/damso-lychee-korean-soju/6097a5e51f20c02403ab4479?option-id=301a532f06eefb55d693519fe4eefa415d8ceb8176d5308866127da5fb2c80a0,,,US,Damso Lychee Korean Soju - Sweet & Refreshing Drink,Discover Damso Lychee Soju - a refreshing Korean drink. Buy now for a sweet taste experience!,Damso Lychee Korean Soju Bottle
Stowloch Singel Barrel Reserve Whiskey,67d33bdf0396a33a7b11b254,75.00 USD,new,in stock,Online,US,en,"https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-production-cdn.cityhive.net/product_details/67d7793b62c2bf4be06178f4/primary_image/large.png?sig=5457373e0be6b76a6de9afcf6092382ffa1a575cd09bd8dba16ef167e6ca51f4?format=square",1,,"Stowloch Singel Barrel Whiskey was released in late 2023, in the heart of the USA. Inspired by the art of traditional distilling and the beauty of America’s Ozark Highlands, Stowloch SBR Whiskey is born using natural Ozark Highlands limestone-filtered water, heirloom seed ingredients, extra-long fermentation and aged a minimum of 8-years in Missouri Oak barrels. Earthy and elegant with delicate herbal notes.",https://cityhive-production-cdn.cityhive.net/product_details/67d7793b62c2bf4be06178f4/primary_image/large.png?sig=5457373e0be6b76a6de9afcf6092382ffa1a575cd09bd8dba16ef167e6ca51f4,https://legacywineandliquor.com/shop/product/stowloch-singel-barrel-reserve-whiskey/67d33bdf0396a33a7b11b254?option-id=148d6f6cbe1509f551faf24c9ca449165f52254633ee401e3a7016e67d9effda,,,US,Stowloch Single Barrel Reserve Whiskey - Premium 8-Year Aged,,Meta: Discover Stowloch's 8-Year Aged Single Barrel Whiskey. Crafted in the Ozarks with heirloom ingredients. Elevate your taste. Shop now!
Castoro Cellars Merlot Paso Robles Estate Grown,5a39a1cc4ce3f96a6c01695e,19.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/65bd17ccca4b96083adfe832/large.png?format=square,0,,"Medium dark red appearance. Red plum, red cherry and soft vanilla oak. Soft roundness through mid-palate, red and black fruits with soft tannins. The Estate Merlot has beautiful red and black fruits with floral aromas, so the goal of the oak is to frame the fruit, rather than hide the fruit. The French oak adds spice and richness complementing the fruit. There are ample tannins, but extended oak aging softens them creating an elegant, full wine.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/castoro-cellars-merlot-paso-robles-estate-grown/5a39a1cc4ce3f96a6c01695e?option-id=67887bfa6d81d3b97b5ff2dabfd4d87dc03ea182c169b0ef720076f0462a3f04,,,US,"Estate Grown Merlot Wine - Paso Robles, Rich & Elegant",,"Meta: Discover Castoro Cellars' Estate Merlot. Rich flavors, soft tannins. Shop now for a taste of Paso Robles elegance!"
Penelope Bourbon,5c6841ea7e257712bc0ca7ad,30.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,0,Penelope Bourbon,"Penelope Bourbon is an award-winning straight bourbon whiskey that boasts a light and flavorful taste that can be enjoyed by everyone. Smooth on the palate, Penelope is crafted at a civilized proof (80) with a nicely balanced blend of four grains -corn, wheat, rye, and malted barley.",https://cityhive-production-cdn.cityhive.net/products/65d02e3587bd5775715f2386/large.png,https://legacywineandliquor.com/shop/product/penelope-bourbon/5c6841ea7e257712bc0ca7ad?option-id=f87646f443fba07150825feb7bf2e8be030533089fa4b3ed49d35f744158297f,5.0,1.0,US,Award-Winning Penelope Bourbon Whiskey - Smooth & Flavorful,,"Meta: Discover Penelope Bourbon by [Brand Name]—a smooth, award-winning whiskey. Enjoy its balanced four-grain blend. Shop now for a refined taste experience!"
Johnnie Walker Scotch Red Label,5521cef965613100030a0300,24.99 USD,new,out of stock,Online,US,en,,0,Johnnie Walker,"One of the world's best selling Scotch whiskies. Fresh and robust, this powerful combination of spicy, smoky malts and lingering, lighter grains is perfect for mixing. A distinctive strength of character and a fullness of flavor provides international appeal.",https://cityhive-production-cdn.cityhive.net/products/65c13533f0f83c2c12bfc606/large.png?format=square,https://legacywineandliquor.com/shop/product/johnnie-walker-scotch-red-label/5521cef965613100030a0300?option-id=93021d38ec47cef56754e89a99adc8dda3012c4c99215ed5700152058047a7bd,4.1,38.0,US,Johnnie Walker Red Label Scotch Whisky - Bold & Smoky Blend,,"Meta: Discover Johnnie Walker Red Label at [Brand]. A bold, smoky Scotch whisky perfect for mixing. Shop now for a taste of character and flavor."
GREY GOOSE Le Citron Flavored Vodka,56c336fe69702d27ed280100,26.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/68061e48dfdba947f5d69782/large.png?format=square,0,Grey Goose,"GREY GOOSE Le Citron Flavored Vodka is made from the finest lemons grown in the world-renowned Menton region of France, for an elegant and tasty vodka. Menton lemons are larger and thicker skinned with a mild, less acidic flavor, resulting in a superior flavored lemon vodka liquor. The lemons are concentrated into a complex citrus oil extract to preserve their bright flavors, then are expertly blended with vodka of unparalleled quality to create GREY GOOSE Le Citron. At 40% alcohol by volume, it's perfect for all types of vodka alcohol drinks, including a Vodka Soda, Moscow Mule, Bloody Mary, Martini cocktail and other cocktails so you can live like you're the special occasion. Sip this flavored vodka drink with your favorite breads, cheeses or meals to really add to the tasteful experience. GREY GOOSE Flavors offer a naturally bold taste experience.",https://cityhive-production-cdn.cityhive.net/products/68061e48dfdba947f5d69782/large.png,https://legacywineandliquor.com/shop/product/grey-goose-le-citron-flavored-vodka-/56c336fe69702d27ed280100?option-id=215d3732e894ceb88e90c0aeb387b7fa7e49e1eb828817563e60ced3de5892c8,,,US,GREY GOOSE Le Citron Lemon Vodka - Premium French Flavored Spirit,,"Meta: Discover GREY GOOSE Le Citron Vodka, crafted with Menton lemons. Elevate your cocktails with our premium lemon vodka. Shop now for a taste of France!"
Barefoot Cellars Pinot Grigio White Wine,5670355f7562755050560300,6.99 USD,new,out of stock,Online,US,en,,0,Barefoot,"Barefoot Pinot Grigio White Wine features tart notes of green apples and the juiciness of fresh white peaches along with the floral aroma of jasmine. Crisp and refreshing, this light bodied Pinot Grigio wine pairs perfectly with traditional dishes like pasta, poultry and pizza. Ideal for sharing at outdoor parties on warm summer days, this Barefoot wine is best served chilled. This 750 mL bottle comes with a screw cap for easy opening and secure storage. This Pinot Grigio comes from Barefoot, the most awarded wine brand in US competitions. Let's get barefoot.",https://cityhive-production-cdn.cityhive.net/products/6840231d30ed6911fe09c1d8/large.png?format=square,https://legacywineandliquor.com/shop/product/barefoot-cellars-pinot-grigio-white-wine/5670355f7562755050560300?option-id=0b607f4d1c16d125cb1713bd678ee5caaf4d03e0562d695a4680208f3bd122f9,4.6,16.0,US,Barefoot Cellars Pinot Grigio Wine - Crisp & Refreshing 750mL,,"Meta: Discover Barefoot's award-winning Pinot Grigio. Crisp, refreshing, and perfect for summer. Order now and enjoy chilled. Let's get barefoot!"
Yuengling Traditional Lager,56ca9e6f7562752ed5b51300,27.99 USD,new,out of stock,Online,US,en,"https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-production-cdn.cityhive.net/products/6668c46bffd1d820c7ca65db/large.png?format=square",0,,"Famous for its rich amber color and medium-bodied flavor with roasted caramel malt for a subtle sweetness and a combination of cluster and cascade hops, this true original delivers a well-balanced taste with very distinct character. Born from a historic recipe that was resurrected in 1987, Yuengling Traditional Lager is a true classic.",https://cityhive-production-cdn.cityhive.net/products/6668c46bffd1d820c7ca65db/large.png,https://legacywineandliquor.com/shop/product/yuengling-traditional-lager/56ca9e6f7562752ed5b51300?option-id=8ce991de360a8fc23a43b81ad10ff09eac212e5ce6663e8b32ee640c940c450a,4.8,8.0,US,"Yuengling Lager - Rich Amber, Medium-Bodied Flavor Beer",,Meta: Discover Yuengling Lager's rich amber color and balanced taste. Shop now for this classic brew from America's oldest brewery.
Damso Watermelon Korean Soju,6097a389ed3b3470665c1c51,7.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/6213025a6d8bb60607d8044c/large.png?format=square,0,Watermelon,"Get Damso Watermelon Korean Soju from Legacy Wine and Liquor, Sanford, FL for $7.99",https://cityhive-production-cdn.cityhive.net/products/6213025a6d8bb60607d8044c/large.png,https://legacywineandliquor.com/shop/product/damso-watermelon-korean-soju/6097a389ed3b3470665c1c51?option-id=ce07792b5ebac04c038f3740d9151561fc6b59a313bebe4895515206e9d94798,,,US,Damso Watermelon Soju - Authentic Korean Spirit,Discover Damso Watermelon Soju at Legacy Wine & Liquor. Buy now for just $7.99!,Damso Watermelon Korean Soju Bottle
Platinum 7x Vodka,56cacf3075627527c4660100,16.99 USD,new,out of stock,Online,US,en,"https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-production-cdn.cityhive.net/products/60392e300a91bc274e5e0d94/large.png?format=square",0,Platinum,"The ultra-smooth vodka in a chiseled blue bottle, Platinum 7X is everything a vodka should be. Distilled seven times, Platinum 7X Vodka makes a bold impression, delivering purity and smoothness at an attractive price.

The Platinum 7X Vodka experience is one that easily rivals that of more expensive brands, and has earned the Beverage Testing Institute's “Highly Recommended” and “Best Buy” ratings, as well as two consecutive gold medals at the San Francisco World Spirits Competition.

Experience Platinum 7X Vodka today — because a bold statement has never been so smooth.",https://cityhive-production-cdn.cityhive.net/products/60392e300a91bc274e5e0d94/large.png,https://legacywineandliquor.com/shop/product/platinum-7x-vodka/56cacf3075627527c4660100?option-id=a572df0d79791e63a26dd4c5c4d7a867b296af6c6bcad6ff2cb98119ba295240,4.8,5.0,US,"Ultra-Smooth Platinum 7X Vodka - Award-Winning, 7x Distilled",,"Meta: Discover Platinum 7X Vodka by Prestige Spirits. Ultra-smooth, award-winning, and affordable. Shop now for a premium vodka experience!"
Amber & Opal Honey Botanical Rye Whiskey Private Reserve Limited,67b622bb74a570264a75af4a,69.99 USD,new,out of stock,Online,US,en,,0,,"Get Amber & Opal Honey Botanical Rye Whiskey Private Reserve Limited from Legacy Wine and Liquor, Sanford, FL for $69.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/amber-opal-honey-botanical-rye-whiskey-private-reserve-limited/67b622bb74a570264a75af4a?option-id=2b35b2c7d1bafb4c37bfd2fe4c0184e4cb94ac2cbd97316847c37d95047a9448,,,US,Limited Edition Amber & Opal Honey Rye Whiskey - Private Reserve,,Meta: Discover Amber & Opal's Honey Rye Whiskey at Legacy Wine and Liquor. Buy now for $69.99 and savor the exclusive taste!
Seagram's VO Gold Canadian Whiskey,57aa341569702d628d3d0801,21.99 USD,new,out of stock,Online,US,en,,0,Seagram's,"Another premium Canadian blend, aged eight years. This is the signature blend of Arthur Peterson, Seagram's Master Blender.

WARNING: Drinking distilled spirits, beer, coolers, wine and other alcoholic beverages may increase cancer risk, and, during pregnancy, can cause birth defects. For more information go to www.P65Warnings.ca.gov/alcohol",https://cityhive-production-cdn.cityhive.net/products/5b21808057d0830a269af91c/large.png?format=square,https://legacywineandliquor.com/shop/product/seagrams-vo-gold-canadian-whiskey/57aa341569702d628d3d0801?option-id=71ee88d67cb8546332fe750e1e82bbb568a9f5a19d10ff08a260ec24f71cf4dd,,,US,Seagram's VO Gold 8-Year Canadian Whiskey - Premium Blend,Discover Seagram's VO Gold 8-Year Canadian Whiskey. Experience Arthur Peterson's signature blend. Shop now for premium Canadian whiskey!,Seagram's VO Gold 8-Year Canadian Whiskey Bottle
